Name,Code,Description
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S047,Traumatismo del nervio espinal [XI par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S048,Traumatismo de otros nervios craneales
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S049,"Traumatismo de nervios craneales, no especificado"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S050,Traumatismo de la conjuntiva y abrasion corneal sin mencion de cuerpo extrano
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S051,Contusion del globo ocular y del tejido orbitario
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S052,Laceracion y ruptura ocular con prolapso o perdida del tejido intraocular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S053,Laceracion ocular sin prolapso o perdida del tejido intraocular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S054,Herida penetrante de la orbita con o sin cuerpo extrano
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S055,Herida penetrante del globo ocular con cuerpo extrano
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S056,Herida penetrante del globo ocular sin cuerpo extrano
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S057,Avulsion de ojo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S058,Otros traumatismos del ojo y de la orbita
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S059,"Traumatismo del ojo y de la orbita, no especificado"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S060,Concusion
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S061,Edema cerebral traumatico
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S062,Traumatismo cerebral difuso
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S063,Traumatismo cerebral focal
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S064,Hemorragia epidural
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S065,Hemorragia subdural traumatica
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S066,Hemorragia subaracnoidea traumatica
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S067,Traumatismo intracraneal con coma prolongado
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S068,Otros traumatismos intracraneales
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S069,"Traumatismo intracraneal, no especificado"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S070,Traumatismo por aplastamiento de la cara
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S071,Traumatismo por aplastamiento del craneo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S078,Traumatismo por aplastamiento de otras partes de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S079,"Traumatismo por aplastamiento de la cabeza, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S080,Avulsion del cuero cabelludo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S081,Amputacion traumatica de la oreja
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S088,Amputacion traumatica de otras partes de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S089,Amputacion traumatica de parte no especificada de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S090,Traumatismo de los vasos sanguineos de la cabeza no clasificados en otra parte
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S091,Traumatismo de tendon y musculos de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S092,Ruptura traumatica del timpano del oido
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S097,Traumatismos multiples de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S098,"Otros traumatismos de la cabeza, especificados"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S099,"Traumatismo de la cabeza, no especificado"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S100,Contusion de la garganta
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S101,Otros traumatismos superficiales y los no especificados de la garganta
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S107,Traumatismo superficial multiple del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S108,Traumatismo superficial de otras partes del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S109,"Traumatismo superficial del cuello, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S110,Herida que compromete la laringe y la traquea
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S111,Herida que compromete la glandula tiroides
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S112,Herida que compromete la faringe y el esofago cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S117,Heridas multiples del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S118,Heridas de otras partes del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S119,"Herida de cuello, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S120,Fractura de la primera vertebra cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S121,Fractura de la segunda vertebra cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S122,Fractura de otras vertebras cervicales especificadas
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S127,Fracturas multiples de columna cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S128,Fractura de otras partes del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S129,"Fractura del cuello, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S130,Ruptura traumatica de disco cervical intervertebral
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S131,Luxacion de vertebra cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S132,Luxaciones de otras partes y de las no especificadas del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S133,Luxaciones multiples del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S134,Esguinces y torceduras de la columna cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S135,Esguinces y torceduras de la region tiroidea
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S136,Esguinces y torceduras de articulaciones y ligamentos de otros sitios especificados y de los no especificados del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S140,Concusion y edema de la medula espinal cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S141,Otros traumatismos de la medula espinal cervical y los no especificados
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S142,Traumatismo de raiz nerviosa de columna cervical
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S143,Traumatismo del plexo braquial
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S144,Traumatismo de nervios perifericos del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S145,Traumatismo de nervios cervicales simpaticos
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S146,Traumatismo de otros nervios y de los no especificados del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S150,Traumatismo de la arteria carotida
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S151,Traumatismo de la arteria vertebral
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S152,Traumatismo de la vena yugular externa
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S153,Traumatismo de la vena yugular interna
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S157,Traumatismo de multiples vasos sanguineos a nivel del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S158,Traumatismo de otros vasos sanguineos a nivel del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S159,Traumatismo de vasos sanguineos no especificados a nivel del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S16X,Traumatismo de tendon y musculos a nivel del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S170,Traumatismo por aplastamiento de la laringe y de la traquea
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S178,Traumatismo por aplastamiento de otras partes del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S179,"Traumatismo por aplastamiento del cuello, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S18X,Amputacion traumatica a nivel del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S197,Traumatismos multiples del cuello
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S198,"Otros traumatismos del cuello, especificados"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S199,"Traumatismo del cuello, no especificado"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S200,Contusion de la mama
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S201,Otros traumatismos superficiales y los no especificados de la mama
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S202,Contusion del torax
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S203,Otros traumatismos superficiales de la pared anterior del torax
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S204,Otros traumatismos superficiales de la pared posterior del torax
